报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,9241749504,11528299520,5257939968,2592960000,3224560128,2499589888,1609170048
二、营业总成本,7214159872,4266560000,3444420096,2487830016,2981479936,1921090048,1446729984
营业成本,5425760256,3137200128,2668920064,1990160000,2492130048,1591929984,1198169984
营业税金及附加,106457000,157998000,42267300,22213200,20321500,27043100,10275900
销售费用,46069400,53180700,39849200,26882400,26851100,34134200,23818400
管理费用,808689984,625497984,490257984,325020000,239442000,184823008,113955000
财务费用,229747008,128521000,109604000,115008000,89613400,37845800,28068100
资产减值损失,597436032,164156992,93524000,8550760,113117000,45309900,72444704
投资收益,-4828200,4747390,8448010,-2615820,-574683,3342800,-1683890
三、营业利润,2022759936,7266319872,1822000000,102586000,242428000,581843968,160843008
利润总额,2095980032,7275550208,1842119936,173491008,266115008,515057984,147039008
所得税费用,423243008,1666739968,471020992,63735500,37081100,112184000,34721100
四、净利润,1672729984,5608809984,1371100032,109756000,229034000,402873984,112318000
基本每股收益,0.6236,2.87,0.93,0.069,0.209,0.7634,0.1793
