报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,2004199936,3921129984,3341740032,4113469952,2774429952,1771590016,1012089984
应收和预付,1208459776,1496728064,1632216064,879385152,587013248,1126955008,871208768
存货,2994639872,3309590016,2583650048,1835650048,2020370048,1737369984,1504739968
流动资产合计,6207300096,8727440384,7557609984,6831289856,5417860096,4635919872,3388039936
固定资产净值,8932929536,7051930112,5622340096,5147619840,5045490176,4424050176,3472310016
非流动资产合计,13608099840,11202100224,7804709888,6320860160,6362630144,5537979904,3976440064
资产总计,19815399424,19929499648,15362299904,13152100352,11780500480,10173899776,7364480000
短期借款,2577789952,2985289984,2697829888,2684879872,2703000064,890905024,856905024
应付和预收,9267220480,9896610816,7566841856,6524449280,5787011072,4373580288,3461642240
一年内到期的非流动负债,2550000,7689010,48268000,70851800,93574800,34919500,22582200
流动负债合计,11477900288,12865800192,10198500352,9037429760,8201030144,5087170048,4186629888
非流动负债合计,812521024,758236992,651788992,404777984,351891008,379502016,207378000
负债合计,12290400256,13624000512,10850299904,9442199552,8552920064,5466670080,4394010112
实收资本(或股本),1598649984,1598649984,799323008,799323008,799323008,666102016,516470016
资本公积,1844499968,1851180032,2653629952,2655239936,2649200128,2792659968,1194040064
盈余公积,683385024,532015008,406918016,406918016,406918016,394654016,394654016
未分配利润,3208979968,2042809984,358683008,-418512992,-1066169984,359468000,526108000
所有者权益(或股东权益)合计,7524980224,6305469952,4512039936,3709939968,3227569920,4707230208,2970480128
负债和所有者权益(或股东权益)总计,19815399424,19929499648,15362299904,13152100352,11780500480,10173899776,7364480000
