报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,1295219968,1112630016,928963968,744177984,655185024,647596992,537497984
经营活动现金流入小计,1312000000,1127730048,950124032,765739008,693140992,667553984,558414016
购买商品、接受劳务支付的现金,772022976,629665024,516656000,470547008,477462016,429816000,370174016
支付给职工以及为职工支付的现金,116723000,76363000,69689600,52813800,51176400,42420000,38979500
支付的各项税费,145092992,103725000,85321296,58853100,71814600,84053696,66426700
经营活动现金流出小计,1149600000,894780032,744713024,636220032,680566976,607516032,509824000
经营活动产生的现金流量净额,162398000,232950000,205411008,129519000,12573400,60038100,48590100
投资活动现金流入小计,58209900,24882200,18378200,2498740,6570130,53184000,139099008
投资活动现金流出小计,282779008,56218200,43107600,35201700,105016000,167432000,132996000
投资活动产生的现金流量净额,-224568992,-31335900,-24729400,-32703000,-98446000,-114248000,6103680
吸收投资收到的现金,12100000,3000000,0,2400000,0,3784000,70000
取得借款收到的现金,298569984,180078000,190990000,457735008,297000000,173000000,4000000
发行债券收到的现金,297000000,0,0,0,0,0,0
筹资活动现金流入小计,607670016,183078000,190990000,460135008,307680000,176784000,4070000
偿还债务支付的现金,376307008,154186000,305379008,395108000,199000000,105000000,9000000
分配股利、利润或偿付利息所支付的现金,105535000,104191000,77746200,84924600,75648400,62593600,68478304
筹资活动现金流出小计,482832992,258378000,383126016,480032992,274648000,167594000,79274600
筹资活动产生的现金流量净额,124837000,-75299600,-192136000,-19897700,33031600,9190360,-75204600
现金及现金等价物净增加额,62725500,125022000,-11714700,76795904,-52917100,-45020000,-20740600
期初现金及现金等价物余额,349528000,224507008,236220992,159424992,212343008,257363008,278103008
期末现金及现金等价物余额,412254016,349528000,224507008,236220992,159424992,212343008,257363008
净利润,350580992,256542000,194700000,130254000,141664992,96400304,81863296
