报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,20616200192,18638399488,13631399936,9638639616,4449999872,2510690048,935734976
应收和预付,4315691008,2843161088,10331474944,3225569792,1016326976,2885771008,362190848
存货,70109298688,64135200768,45455499264,40544301056,28440399872,18624499712,8538599936
流动资产合计,98045599744,88238202880,70873202688,54307000320,34416201728,24461600768,9885870080
固定资产净值,210232000,124276000,80920496,73588896,80984496,78980896,76967200
非流动资产合计,4475290112,2261890048,1943369984,1210790016,685361024,853321984,936617024
资产总计,102521004032,90500096000,72816500736,55517798400,35101601792,25315000320,10822500352
短期借款,2835490048,2279450112,200000000,853275008,1483680000,1943280000,1273120000
应付和预收,39062106112,34204712960,26928244736,21036793856,11590939648,7459567104,3334614784
一年内到期的非流动负债,6798499840,11879799808,4847000064,2400000000,2403670016,1100000000,250000000
流动负债合计,49753698304,48980299776,32549300224,24554399744,15700299776,10700800000,4955720192
非流动负债合计,21770799104,15377899520,19261700096,14112900096,8991420416,5412320256,2252989952
负债合计,71524499456,64358301696,51810902016,38667300864,24691699712,16113099776,7208710144
实收资本(或股本),4471510016,4471510016,4471510016,2484169984,1678150016,839076992,666000000
资本公积,5989579776,6216489984,6145339904,7995230208,4703860224,5542940160,1259320064
盈余公积,998395008,830464000,711139008,500160992,358907008,322492992,284566016
未分配利润,11700200448,8786910208,6157300224,3922650112,2455480064,1692989952,924459008
所有者权益(或股东权益)合计,30996400128,26141800448,21005600768,16850599936,10409900032,9201819648,3613779968
负债和所有者权益(或股东权益)总计,102521004032,90500096000,72816500736,55517798400,35101601792,25315000320,10822500352
