报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,2957380096,2563490048,1776169984,1477689984,1328050048,474087008,471252000
应收和预付,929054592,922396928,1381917696,1169600768,1527071104,804101376,496339904
存货,7691270144,6597109760,1971350016,1453660032,799364992,811622016,473167008
流动资产合计,11577900032,10083200000,5129789952,4101289984,3654759936,2089810048,1440950016
固定资产净值,2184300032,2068160000,1851180032,1718620032,1579079936,1373619968,936966976
非流动资产合计,6071949824,4643420160,3659790080,2362230016,2120140032,1612809984,1503040000
资产总计,17649899520,14726599680,8789579776,6463519744,5774900224,3702619904,2943990016
短期借款,4841099776,1769570048,1357949952,1514370048,2123340032,452216992,514672000
应付和预收,3037923072,1907667456,1456673024,1164831232,1122135296,1082549376,560028352
一年内到期的非流动负债,319900000,490000000,3443800,1500000,398542,0,0
流动负债合计,7033410048,4944609792,3350149888,3269959936,3319200000,1625959936,1124770048
非流动负债合计,682579008,704297024,1168230016,697454976,241310000,162482000,105697000
负债合计,7715990016,5648909824,4518369792,3967419904,3560509952,1788440064,1230470016
实收资本(或股本),2422040064,1211020032,807347968,807347968,807347968,403673984,403673984
资本公积,146987008,146982000,319782016,308417984,308591008,518670016,683217984
盈余公积,932798016,501078016,216203008,160414000,150168000,150168000,113269000
未分配利润,3202540032,3763470080,1065750016,415252992,371780000,444959008,193955008
所有者权益(或股东权益)合计,9933880320,9077720064,4271209984,2496100096,2214390016,1914169984,1713520000
负债和所有者权益(或股东权益)总计,17649899520,14726599680,8789579776,6463519744,5774900224,3702619904,2943990016
