报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,15504400384,11434099712,10080799744,7388250112,6581159936,4447269888,3523610112
经营活动现金流入小计,15571399680,11534600192,10157200384,7471159808,6611319808,4472410112,3531419904
购买商品、接受劳务支付的现金,11458199552,9196279808,7414940160,5109660160,4232359936,3435879936,2461240064
支付给职工以及为职工支付的现金,607276032,366920992,337668000,260611008,189062000,107323000,89618704
支付的各项税费,1015980032,829580992,657576000,547363008,421198016,295159008,251183008
经营活动现金流出小计,14776500224,11982399488,9725139968,7010619904,5804420096,4411899904,3239259904
经营活动产生的现金流量净额,794948992,-447788000,432084000,460548992,806897024,60503100,292163008
投资活动现金流入小计,175724992,134740992,9236710,171068992,7760550,3109680,1864130
投资活动现金流出小计,273172000,469312992,620688000,505712992,395448992,43824400,97076704
投资活动产生的现金流量净额,-97447200,-334571008,-611451008,-334644000,-387688992,-40714700,-95212600
吸收投资收到的现金,0,0,0,0,1366119936,0,15529800
取得借款收到的现金,10000000,10000000,10000000,272500000,133400000,45000000,12700000
发行债券收到的现金,0,0,0,0,0,0,0
筹资活动现金流入小计,10000000,10000000,10000000,272500000,1499520000,45000000,39427500
偿还债务支付的现金,10000000,10000000,10000000,283900000,188700000,10000000,10546800
分配股利、利润或偿付利息所支付的现金,111852000,70057400,109072000,166392992,67154096,54734900,50114500
筹资活动现金流出小计,121852000,80057400,119072000,450292992,257990000,64734900,65438800
筹资活动产生的现金流量净额,-111852000,-70057400,-109072000,-177792992,1241529984,-19734900,-26011400
现金及现金等价物净增加额,585622976,-852251008,-288616000,-51757700,1660739968,53585.8,170939008
期初现金及现金等价物余额,1142710016,1994960000,2283579904,2335330048,674595968,643697024,472758016
期末现金及现金等价物余额,1728329984,1142710016,1994960000,2283579904,2335330048,643750016,643697024
净利润,1582520064,1210909952,926342976,609195008,463532000,338180992,279441984
