报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,13686800384,11312300032,10075400192,7171780096,5723200000,4115719936,3204369920
二、营业总成本,11883700224,9956429824,9040339968,6483990016,5199929856,3724950016,2867340032
营业成本,9577990144,7921809920,7004760064,4994860032,3957989888,2840359936,2274550016
营业税金及附加,69519904,61101600,78370200,37217800,30718800,23614500,17976100
销售费用,1864199936,1666339968,1702530048,1237369984,983476992,617408000,409396992
管理费用,355376000,317806016,252704000,238752000,187932000,163156000,161348000
财务费用,1333400,-19309400,-14562600,-30188500,1676380,-4332760,1512070
资产减值损失,15296400,8677900,16532400,5984950,38131300,84743296,2561920
投资收益,669974,16825700,7998870,4049720,5612190,2558380,-3891540
三、营业利润,1803779968,1372720000,1043100032,691843008,528884992,393323008,333129984
利润总额,1829849984,1406969984,1039740032,705649024,555249984,397158016,332372992
所得税费用,247330000,196060000,113394000,96453904,91717904,58977200,52930100
四、净利润,1582520064,1210909952,926342976,609195008,463532000,338180992,279441984
基本每股收益,2.28,1.74,1.33,1.13,0.96,0.7,0.56
