key,open,highest,lowest,close,volumn,weight
1,2011/12/20,16.450,16.840,16.300,16.380,4767100,5.990
2,2011/12/21,16.550,16.720,15.450,15.560,5658900,5.690
3,2011/12/22,15.450,16.070,14.920,15.540,7519300,5.680
4,2011/12/23,15.560,15.950,15.340,15.530,4842800,5.670
5,2011/12/26,15.460,15.670,15.310,15.320,2274100,5.600
6,2011/12/27,15.290,15.290,14.780,14.860,3288200,5.430
7,2011/12/28,14.860,14.860,14.860,14.860,0,5.430
8,2011/12/29,14.720,15.080,14.680,14.760,2259100,5.390
9,2011/12/30,14.770,15.290,14.770,15.260,2975200,5.580
10,2012/01/02,14.770,15.290,14.770,15.260,2975200,5.580
11,2012/01/03,14.770,15.290,14.770,15.260,2975200,5.580
12,2012/01/04,15.460,15.460,14.220,14.310,3348800,5.230
13,2012/01/05,14.350,14.370,12.940,13.720,7087100,5.010
14,2012/01/06,13.380,13.600,12.990,13.600,4806000,4.970
15,2012/01/09,13.470,14.020,13.320,14.020,5737500,5.120
16,2012/01/10,14.040,14.420,13.960,14.170,7014100,5.180
17,2012/01/11,14.070,14.560,13.950,14.240,8204800,5.200
18,2012/01/12,14.230,14.230,13.500,13.680,8752100,5.000
19,2012/01/13,13.630,13.630,12.320,12.410,17369200,4.530
20,2012/01/16,12.390,12.690,11.450,11.880,12319300,4.340
21,2012/01/17,11.760,12.510,11.740,12.250,8879200,4.480
22,2012/01/18,12.290,12.500,11.300,11.520,9657900,4.210
23,2012/01/19,11.590,11.920,11.080,11.610,7437700,4.240
24,2012/01/20,11.780,12.320,11.750,12.300,7516700,4.490
25,2012/01/23,12.300,12.300,12.300,12.300,0,4.490
26,2012/01/24,12.300,12.300,12.300,12.300,0,4.490
27,2012/01/25,12.300,12.300,12.300,12.300,0,4.490
28,2012/01/26,12.300,12.300,12.300,12.300,0,4.490
29,2012/01/27,12.300,12.300,12.300,12.300,0,4.490
30,2012/01/30,12.330,12.640,12.150,12.360,5507000,4.520
31,2012/01/31,12.430,12.720,12.310,12.500,5337700,4.570
32,2012/02/01,12.630,13.060,12.440,12.860,9554500,4.700
33,2012/02/02,12.910,13.100,12.770,13.100,4924500,4.790
34,2012/02/03,13.060,13.490,12.950,13.420,5078700,4.900
