key,open,highest,lowest,close,volumn,weight
1,2011/12/20,6.030,6.120,6.000,6.010,79957400,5.530
2,2011/12/21,6.070,6.100,5.980,5.980,88129000,5.500
3,2011/12/22,5.990,6.050,5.900,6.020,87580500,5.540
4,2011/12/23,6.000,6.080,5.950,6.000,75027700,5.520
5,2011/12/26,5.970,5.980,5.870,5.890,98854900,5.420
6,2011/12/27,5.870,5.930,5.830,5.870,58045300,5.400
7,2011/12/28,5.860,5.880,5.750,5.820,115513300,5.350
8,2011/12/29,5.800,5.860,5.780,5.820,61422500,5.350
9,2011/12/30,5.840,5.910,5.830,5.890,73356300,5.420
10,2012/01/02,5.840,5.910,5.830,5.890,73356300,5.420
11,2012/01/03,5.840,5.910,5.830,5.890,73356300,5.420
12,2012/01/04,5.950,5.960,5.850,5.860,70526800,5.390
13,2012/01/05,5.860,6.060,5.850,5.970,164240600,5.490
14,2012/01/06,5.970,6.060,5.940,6.030,103442700,5.550
15,2012/01/09,6.010,6.200,5.990,6.180,186985400,5.690
16,2012/01/10,6.190,6.240,6.130,6.230,178081900,5.730
17,2012/01/11,6.220,6.250,6.160,6.170,93949800,5.680
18,2012/01/12,6.160,6.300,6.150,6.230,135617700,5.730
19,2012/01/13,6.230,6.310,6.160,6.230,134864400,5.730
20,2012/01/16,6.190,6.270,6.160,6.180,75163200,5.690
21,2012/01/17,6.190,6.350,6.060,6.340,192902600,5.830
22,2012/01/18,6.310,6.360,6.240,6.260,91847800,5.760
23,2012/01/19,6.290,6.450,6.240,6.440,166922000,5.920
24,2012/01/20,6.500,6.550,6.400,6.530,166880700,6.010
25,2012/01/23,6.530,6.530,6.530,6.530,0,6.010
26,2012/01/24,6.530,6.530,6.530,6.530,0,6.010
27,2012/01/25,6.530,6.530,6.530,6.530,0,6.010
28,2012/01/26,6.530,6.530,6.530,6.530,0,6.010
29,2012/01/27,6.530,6.530,6.530,6.530,0,6.010
30,2012/01/30,6.540,6.550,6.360,6.380,141160200,5.870
31,2012/01/31,6.390,6.460,6.360,6.420,70546600,5.910
32,2012/02/01,6.390,6.450,6.280,6.290,96910600,5.790
33,2012/02/02,6.310,6.500,6.280,6.490,139284800,5.970
34,2012/02/03,6.460,6.590,6.450,6.550,149273000,6.030
35,2012/02/06,6.550,6.620,6.490,6.540,123127000,6.020
36,2012/02/07,6.500,6.500,6.390,6.430,110649400,5.920
37,2012/02/08,6.430,6.610,6.400,6.600,139801900,6.070
38,2012/02/09,6.590,6.610,6.530,6.550,97501300,6.030
39,2012/02/10,6.530,6.610,6.480,6.500,127104700,5.980
40,2012/02/13,6.420,6.510,6.370,6.420,136547700,5.910
41,2012/02/14,6.410,6.420,6.350,6.410,92936400,5.900
42,2012/02/15,6.390,6.480,6.370,6.420,104801400,5.910
43,2012/02/16,6.420,6.450,6.360,6.400,111173100,5.890
44,2012/02/17,6.450,6.460,6.400,6.440,70394800,5.920
45,2012/02/20,6.550,6.570,6.440,6.470,120743800,5.950
46,2012/02/21,6.470,6.500,6.380,6.470,93483900,5.950
47,2012/02/22,6.460,6.490,6.390,6.470,137090500,5.950
48,2012/02/23,6.460,6.480,6.410,6.450,132825900,5.930
49,2012/02/24,6.460,6.540,6.410,6.530,211027200,6.010
50,2012/02/27,6.540,6.580,6.500,6.500,187409900,5.980
51,2012/02/28,6.480,6.630,6.480,6.590,203280800,6.060
52,2012/02/29,6.590,6.620,6.540,6.590,114859000,6.060
53,2012/03/01,6.560,6.620,6.550,6.590,74648800,6.060
54,2012/03/02,6.580,6.700,6.570,6.690,166655800,6.150
55,2012/03/05,6.700,6.710,6.580,6.600,161121700,6.070
56,2012/03/06,6.590,6.600,6.480,6.490,132397300,5.970
57,2012/03/07,6.460,6.500,6.410,6.410,90563100,5.900
58,2012/03/08,6.450,6.480,6.410,6.430,110751800,5.920
59,2012/03/09,6.440,6.480,6.400,6.470,102735800,5.950
60,2012/03/12,6.440,6.460,6.330,6.380,149324000,5.870
61,2012/03/13,6.370,6.470,6.360,6.450,95822200,5.930
62,2012/03/14,6.470,6.530,6.350,6.360,199154800,5.850
63,2012/03/15,6.370,6.460,6.350,6.360,139873900,5.850
64,2012/03/16,6.360,6.400,6.310,6.370,115687000,5.860
65,2012/03/19,6.370,6.370,6.300,6.330,96547700,5.820
66,2012/03/20,6.310,6.330,6.200,6.200,122726900,5.700
67,2012/03/21,6.240,6.260,6.170,6.200,112566700,5.700
68,2012/03/22,6.210,6.330,6.190,6.270,104675000,5.770
69,2012/03/23,6.300,6.350,6.260,6.300,135479500,5.800
70,2012/03/26,6.300,6.300,6.300,6.300,0,5.800
71,2012/03/27,6.340,6.370,6.270,6.310,107247300,5.810
72,2012/03/28,6.300,6.300,6.140,6.190,129950500,5.690
73,2012/03/29,6.180,6.190,6.080,6.120,139580100,5.630
74,2012/03/30,6.130,6.280,6.130,6.270,132762700,5.770
75,2012/04/02,6.270,6.270,6.270,6.270,0,5.770
76,2012/04/03,6.270,6.270,6.270,6.270,0,5.770
77,2012/04/04,6.270,6.270,6.270,6.270,0,5.770
78,2012/04/05,6.210,6.300,6.160,6.270,137454500,5.770
79,2012/04/06,6.250,6.290,6.190,6.280,97721000,5.780
80,2012/04/09,6.250,6.260,6.170,6.180,69324500,5.690
81,2012/04/10,6.180,6.180,6.180,6.180,0,5.690
82,2012/04/11,6.210,6.270,6.190,6.250,145165000,5.750
83,2012/04/12,6.240,6.400,6.220,6.390,151595800,5.880
84,2012/04/13,6.400,6.410,6.350,6.390,101340100,5.880
85,2012/04/16,6.360,6.410,6.350,6.380,54966500,5.870
86,2012/04/17,6.390,6.400,6.340,6.350,63753600,5.840
87,2012/04/18,6.380,6.470,6.350,6.440,99775100,5.920
88,2012/04/19,6.420,6.480,6.410,6.450,74002700,5.930
89,2012/04/20,6.440,6.550,6.430,6.550,103536500,6.030
90,2012/04/23,6.530,6.560,6.480,6.480,85122000,5.960
91,2012/04/24,6.480,6.700,6.470,6.580,210406500,6.050
92,2012/04/25,6.580,6.640,6.540,6.590,86213400,6.060
93,2012/04/26,6.640,6.680,6.550,6.600,112711200,6.070
94,2012/04/27,6.630,6.690,6.610,6.650,122416200,6.120
95,2012/04/30,6.650,6.650,6.650,6.650,0,6.120
96,2012/05/01,6.650,6.650,6.650,6.650,0,6.120
97,2012/05/02,6.740,6.850,6.700,6.800,243517900,6.260
98,2012/05/03,6.800,6.800,6.800,6.800,0,6.260
99,2012/05/04,6.770,6.840,6.700,6.820,170153900,6.270
100,2012/05/07,6.780,6.840,6.750,6.820,129704600,6.270
101,2012/05/08,6.800,6.830,6.720,6.770,143911300,6.230
102,2012/05/09,6.740,6.770,6.680,6.720,127697000,6.180
103,2012/05/10,6.710,6.740,6.610,6.650,104619700,6.120
104,2012/05/11,6.640,6.720,6.630,6.640,66689300,6.110
105,2012/05/14,6.690,6.700,6.620,6.620,89206100,6.090
106,2012/05/15,6.600,6.620,6.530,6.580,95922700,6.050
107,2012/05/16,6.580,6.580,6.420,6.460,96380200,5.940
108,2012/05/17,6.460,6.590,6.440,6.550,80879500,6.030
109,2012/05/18,6.500,6.530,6.450,6.500,89305900,5.980
110,2012/05/21,6.480,6.590,6.480,6.560,66183900,6.040
111,2012/05/22,6.600,6.660,6.560,6.640,69664000,6.110
112,2012/05/23,6.630,6.640,6.520,6.550,70750300,6.030
113,2012/05/24,6.550,6.560,6.360,6.400,149143000,5.890
114,2012/05/25,6.410,6.420,6.280,6.330,129567200,5.820
115,2012/05/28,6.320,6.410,6.290,6.400,106006700,5.890
116,2012/05/29,6.400,6.490,6.340,6.470,115147400,5.950
117,2012/05/30,6.460,6.460,6.350,6.420,111367600,5.910
118,2012/05/31,6.370,6.400,6.350,6.370,63659200,5.860
119,2012/06/01,6.370,6.410,6.330,6.340,85792000,5.830
120,2012/06/04,6.280,6.290,6.150,6.160,117021600,5.670
121,2012/06/05,6.190,6.280,6.130,6.240,98406000,5.740
122,2012/06/06,6.240,6.340,6.240,6.290,73418600,5.790
123,2012/06/07,6.350,6.380,6.280,6.310,68397900,5.810
124,2012/06/08,6.300,6.300,6.040,6.080,267299300,5.590
125,2012/06/11,6.100,6.110,6.020,6.050,114511100,5.570
126,2012/06/12,6.060,6.080,5.980,6.030,114636500,5.550
127,2012/06/13,6.050,6.110,6.020,6.100,80242600,5.610
128,2012/06/14,6.090,6.090,5.990,6.010,80871100,5.530
129,2012/06/15,6.010,6.010,6.010,6.010,0,5.530
130,2012/06/18,6.180,6.190,6.110,6.140,125152500,5.650
131,2012/06/19,6.150,6.240,6.130,6.210,111866700,5.710
132,2012/06/20,6.220,6.320,6.210,6.270,94087300,5.770
133,2012/06/21,6.280,6.280,6.180,6.240,66800800,5.740
134,2012/06/22,6.240,6.240,6.240,6.240,0,5.740
135,2012/06/25,6.200,6.300,6.200,6.260,145128200,5.760
136,2012/06/26,5.960,6.010,5.940,5.970,69251400,5.740
137,2012/06/27,5.970,6.010,5.870,5.910,73217100,5.680
138,2012/06/28,5.900,5.920,5.830,5.870,62350700,5.640
139,2012/06/29,5.890,6.020,5.880,5.990,101744000,5.760
140,2012/07/02,6.010,6.020,5.930,5.980,59399500,5.750
141,2012/07/03,5.980,6.130,5.960,6.050,87509900,5.820
142,2012/07/04,6.080,6.150,6.050,6.100,70265500,5.870
143,2012/07/05,6.080,6.100,6.040,6.080,50020700,5.850
144,2012/07/06,5.980,6.060,5.920,6.040,114176700,5.810
145,2012/07/09,6.010,6.050,5.810,5.850,120380600,5.620
146,2012/07/10,5.850,5.900,5.840,5.870,55235900,5.640
147,2012/07/11,5.870,5.910,5.840,5.880,51338100,5.650
148,2012/07/12,5.870,5.950,5.800,5.890,91654800,5.660
149,2012/07/13,5.890,6.030,5.890,5.970,69005700,5.740
150,2012/07/16,5.990,6.000,5.910,5.940,67614700,5.710
151,2012/07/17,5.930,6.020,5.930,6.010,71100700,5.780
152,2012/07/18,6.020,6.020,5.880,5.960,64180300,5.730
153,2012/07/19,5.950,5.980,5.880,5.950,65554800,5.720
154,2012/07/20,5.930,5.950,5.900,5.920,40600000,5.690
155,2012/07/23,5.870,5.870,5.800,5.820,63516300,5.600
156,2012/07/24,5.800,5.870,5.790,5.800,52040100,5.580
157,2012/07/25,5.800,5.850,5.790,5.800,39274600,5.580
158,2012/07/26,5.820,5.820,5.720,5.770,52589900,5.550
159,2012/07/27,5.790,5.940,5.770,5.850,79837900,5.620
160,2012/07/30,5.860,5.960,5.860,5.900,79298200,5.670
161,2012/07/31,5.930,6.020,5.920,6.010,114718900,5.780
162,2012/08/01,6.010,6.070,5.960,6.010,60040300,5.780
163,2012/08/02,6.000,6.040,5.990,6.020,60043800,5.790
164,2012/08/03,6.030,6.040,5.970,5.990,41357600,5.760
165,2012/08/06,6.000,6.030,5.970,6.000,62237500,5.770
166,2012/08/07,5.990,6.010,5.970,5.980,42939100,5.750
167,2012/08/08,6.000,6.060,5.990,6.020,53881200,5.790
168,2012/08/09,6.020,6.040,5.990,6.030,36425300,5.800
169,2012/08/10,6.070,6.130,6.040,6.060,70840600,5.830
170,2012/08/13,6.060,6.090,6.030,6.050,56161200,5.820
171,2012/08/14,6.050,6.100,6.040,6.070,40606700,5.840
172,2012/08/15,6.060,6.080,5.930,5.950,54541700,5.720
173,2012/08/16,5.950,5.960,5.910,5.930,31837900,5.700
174,2012/08/17,5.930,5.990,5.920,5.970,45189600,5.740
175,2012/08/20,5.930,5.950,5.860,5.920,30881100,5.690
176,2012/08/21,5.910,5.940,5.880,5.910,47828400,5.680
177,2012/08/22,5.900,5.900,5.820,5.850,60555200,5.620
178,2012/08/23,5.860,5.910,5.810,5.880,51762300,5.650
