报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,95250604032,94957199360,66195202048,53510701056,73197101056,50302398464,48220499968
经营活动现金流入小计,95413698560,95085297664,67723698176,53639798784,74510999552,50698498048,48247898112
购买商品、接受劳务支付的现金,84117397504,85722497024,56563798016,39197601792,53118701568,30955100160,33103200256
支付给职工以及为职工支付的现金,4444899840,4656710144,2946639872,2622560000,2603170048,2423040000,2097580032
支付的各项税费,1953360000,2813769984,1731890048,2944800000,7690290176,6562220032,5404599808
经营活动现金流出小计,91559100416,94330003456,61994598400,45705998336,64419201024,40852799488,41352798208
经营活动产生的现金流量净额,3854640128,755297024,5729140224,7933830144,10091700224,9845770240,6895059968
投资活动现金流入小计,843566016,109831000,106845000,772950976,94779200,69535104,90350000
投资活动现金流出小计,4997570048,11211700224,3761720064,3568240128,15934000128,14823799808,8557720064
投资活动产生的现金流量净额,-4153999872,-11101899776,-3654880000,-2795290112,-15839200256,-14754299904,-8467369984
吸收投资收到的现金,33000000,8338189824,0,28238400,0,145842000,164547008
取得借款收到的现金,37890199552,24646000640,19906000896,13767100416,16143800320,8889109504,2742599936
发行债券收到的现金,7156800000,0,0,0,0,7338019840,0
筹资活动现金流入小计,45079998464,32984199168,19906000896,13795300352,16143800320,16373000192,2907150080
偿还债务支付的现金,42821099520,22009399296,21162399744,15279599616,8749440000,6737010176,910753984
分配股利、利润或偿付利息所支付的现金,2104739968,2298469888,1650200064,2800009984,4034919936,3035399936,2697659904
筹资活动现金流出小计,44948701184,24332199936,22812600320,18079600640,12801699840,9772409856,3608410112
筹资活动产生的现金流量净额,131285000,8651990016,-2906599936,-4284310016,3342070016,6600569856,-701265984
现金及现金等价物净增加额,-167620000,-1697750016,-832385984,853827968,-2405720064,1691369984,-2274749952
期初现金及现金等价物余额,1781289984,3479030016,3084169984,2230340096,4636060160,2944689920,5219440128
期末现金及现金等价物余额,1613670016,1781289984,2251780096,3084169984,2230340096,4636060160,2944689920
净利润,41107200,948905984,1707340032,1519430016,5190419968,6518720000,3896049920
