key,open,highest,lowest,close,volumn,weight
1,2011/12/20,36.030,36.720,36.010,36.500,3502900,17.970
2,2011/12/21,36.500,36.500,36.500,36.500,0,17.970
3,2011/12/22,37.250,37.250,34.700,35.520,3373200,17.480
4,2011/12/23,35.650,36.080,34.750,34.810,3393500,17.140
5,2011/12/26,34.810,34.810,34.810,34.810,0,17.140
6,2011/12/27,34.650,34.650,33.100,33.400,5480100,16.440
7,2011/12/28,33.190,34.100,32.400,33.030,5741100,16.260
8,2011/12/29,33.100,34.670,32.540,34.440,4436400,16.960
9,2011/12/30,34.350,35.150,34.020,34.970,5716100,17.220
10,2012/01/02,34.350,35.150,34.020,34.970,5716100,17.220
11,2012/01/03,34.350,35.150,34.020,34.970,5716100,17.220
12,2012/01/04,35.250,35.250,33.400,33.510,3513100,16.490
13,2012/01/05,33.080,33.740,32.510,33.240,3020100,16.360
14,2012/01/06,33.200,34.590,33.030,33.500,3362100,16.490
15,2012/01/09,33.500,34.500,33.010,34.500,2517900,16.980
16,2012/01/10,34.490,35.890,34.010,35.600,4169400,17.530
17,2012/01/11,35.600,36.720,35.600,36.300,2484700,17.870
18,2012/01/12,36.010,36.490,35.100,35.250,1350400,17.350
19,2012/01/13,35.060,35.590,33.500,33.600,2588100,16.540
20,2012/01/16,33.260,33.350,32.450,32.750,3422800,16.120
21,2012/01/17,32.500,33.950,31.280,33.170,6043500,16.330
22,2012/01/18,33.750,33.750,31.450,31.620,3928400,15.570
23,2012/01/19,31.750,33.350,31.500,32.580,2534900,16.040
24,2012/01/20,32.650,34.000,32.100,33.500,2648500,16.490
25,2012/01/23,33.500,33.500,33.500,33.500,0,16.490
26,2012/01/24,33.500,33.500,33.500,33.500,0,16.490
27,2012/01/25,33.500,33.500,33.500,33.500,0,16.490
28,2012/01/26,33.500,33.500,33.500,33.500,0,16.490
29,2012/01/27,33.500,33.500,33.500,33.500,0,16.490
30,2012/01/30,33.530,33.530,31.500,32.280,2802700,15.890
31,2012/01/31,32.280,32.600,32.040,32.490,2359300,15.990
32,2012/02/01,32.450,33.250,32.120,32.530,2806000,16.010
33,2012/02/02,32.760,33.150,32.540,33.050,1709900,16.270
34,2012/02/03,32.600,33.830,32.600,33.580,2592300,16.530
35,2012/02/06,33.580,34.500,33.200,34.370,4221900,16.920
36,2012/02/07,34.370,34.550,34.000,34.320,2196300,16.890
37,2012/02/08,34.030,36.000,34.010,35.000,1628900,17.230
38,2012/02/09,35.240,35.420,34.010,34.350,2483000,16.910
39,2012/02/10,34.110,34.490,33.650,34.480,3794900,16.970
40,2012/02/13,33.750,35.330,33.740,35.280,2374400,17.360
41,2012/02/14,35.220,35.800,34.250,34.740,2261500,17.100
42,2012/02/15,34.850,35.790,34.340,35.010,2013400,17.230
43,2012/02/16,34.400,34.680,32.700,34.280,10322400,16.870
44,2012/02/17,34.510,35.220,34.260,34.610,2244300,17.040
45,2012/02/20,34.280,34.720,34.060,34.290,2301200,16.880
46,2012/02/21,34.470,34.600,34.150,34.530,1845600,16.990
47,2012/02/22,34.530,35.010,34.310,34.800,4859300,17.130
48,2012/02/23,34.780,34.950,34.440,34.810,4314100,17.140
49,2012/02/24,34.800,34.840,34.440,34.780,6805300,17.120
50,2012/02/27,34.900,35.430,34.470,35.420,4611900,17.440
51,2012/02/28,35.350,35.780,34.800,34.830,4863800,17.150
52,2012/02/29,34.760,34.990,34.260,34.510,5436100,16.980
53,2012/03/01,34.500,34.850,33.580,33.600,4516400,16.540
54,2012/03/02,33.620,34.530,33.620,33.950,5567900,16.710
55,2012/03/05,34.150,34.240,32.830,33.090,7715400,16.290
56,2012/03/06,33.090,33.590,33.050,33.290,4581800,16.390
57,2012/03/07,33.460,34.080,33.290,33.910,3170100,16.690
58,2012/03/08,34.120,34.120,33.550,33.950,2057500,16.710
59,2012/03/09,33.850,34.190,33.750,34.100,2224100,16.780
60,2012/03/12,33.760,34.330,33.640,34.240,5757500,16.850
61,2012/03/13,34.250,35.510,34.150,35.500,6342000,17.470
62,2012/03/14,35.500,36.350,34.900,35.250,6228600,17.350
63,2012/03/15,35.240,36.830,35.060,36.090,6069800,17.770
64,2012/03/16,36.050,37.120,35.830,36.740,4601600,18.090
65,2012/03/19,36.760,37.510,36.190,36.360,5460900,17.900
66,2012/03/20,36.300,36.490,35.280,36.490,2868200,17.960
67,2012/03/21,36.350,36.400,35.520,35.750,1427100,17.600
68,2012/03/22,35.760,35.990,35.310,35.650,1417700,17.550
69,2012/03/23,35.450,35.940,35.000,35.450,1290700,17.450
70,2012/03/26,35.400,35.700,35.210,35.700,2120600,17.570
71,2012/03/27,35.700,35.850,35.300,35.440,2232600,17.450
72,2012/03/28,35.490,35.650,34.350,34.450,2674200,16.960
73,2012/03/29,34.450,34.450,34.450,34.450,0,16.960
74,2012/03/30,34.450,34.450,34.450,34.450,0,16.960
75,2012/04/02,34.450,34.450,34.450,34.450,0,16.960
76,2012/04/03,34.450,34.450,34.450,34.450,0,16.960
77,2012/04/04,34.450,34.450,34.450,34.450,0,16.960
78,2012/04/05,34.450,34.450,34.450,34.450,0,16.960
79,2012/04/06,35.300,36.250,34.810,35.560,8496900,17.510
80,2012/04/09,35.530,36.170,34.940,35.630,2540300,17.540
81,2012/04/10,35.590,36.100,35.250,35.880,1947200,17.660
82,2012/04/11,35.510,36.600,35.510,36.150,2542000,17.790
83,2012/04/12,36.150,36.620,35.850,36.100,2582800,17.770
84,2012/04/13,36.250,36.600,35.900,36.030,2745800,17.740
85,2012/04/16,36.000,36.170,34.940,35.010,6727700,17.230
86,2012/04/17,34.960,35.190,34.620,35.010,2586100,17.230
87,2012/04/18,35.190,35.190,33.600,34.250,8697500,16.860
88,2012/04/19,34.000,34.250,33.000,33.330,8959700,16.410
89,2012/04/20,33.330,33.330,33.330,33.330,0,16.410
90,2012/04/23,33.400,33.600,32.560,32.690,7642400,16.090
91,2012/04/24,32.650,33.000,32.060,32.470,5742600,15.980
92,2012/04/25,32.510,32.600,32.100,32.510,4973700,16.010
93,2012/04/26,32.550,32.740,32.090,32.170,4211800,15.840
94,2012/04/27,32.250,32.820,32.190,32.440,3756900,15.970
95,2012/04/30,32.440,32.440,32.440,32.440,0,15.970
96,2012/05/01,32.440,32.440,32.440,32.440,0,15.970
97,2012/05/02,32.670,32.940,31.950,32.100,10039500,15.800
98,2012/05/03,32.110,32.290,30.830,31.920,8486700,15.710
99,2012/05/04,31.740,32.580,31.500,32.560,7072400,16.280
100,2012/05/07,32.560,33.740,32.470,33.740,9204500,16.870
101,2012/05/08,33.740,33.900,33.260,33.620,5352700,16.810
102,2012/05/09,33.340,33.600,32.700,32.700,3397800,16.350
103,2012/05/10,32.840,32.900,32.580,32.580,2231500,16.290
104,2012/05/11,32.560,33.230,32.250,32.840,3318900,16.420
105,2012/05/14,32.850,33.000,32.060,32.280,4789700,16.140
106,2012/05/15,32.100,32.240,31.410,31.730,3918600,15.860
107,2012/05/16,31.650,31.750,31.170,31.550,3194800,15.770
108,2012/05/17,31.340,31.840,31.180,31.840,5378800,15.920
109,2012/05/18,31.650,31.650,31.250,31.500,2694100,15.750
110,2012/05/21,31.500,31.840,31.200,31.320,1902000,15.660
111,2012/05/22,31.360,31.650,31.360,31.560,2608500,15.780
112,2012/05/23,31.600,31.700,30.940,30.980,5243500,15.490
113,2012/05/24,30.940,31.000,29.850,30.060,8399400,15.030
114,2012/05/25,30.060,30.400,30.000,30.380,3457200,15.190
115,2012/05/28,30.750,30.750,30.000,30.550,3305600,15.270
116,2012/05/29,30.250,30.420,29.500,30.160,11770000,15.080
117,2012/05/30,30.000,30.000,29.400,29.530,10884900,14.770
118,2012/05/31,29.280,30.090,29.010,30.010,6970200,15.010
119,2012/06/01,30.010,30.010,30.010,30.010,0,15.010
