报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,228112992,325295008,413080992,199906000,206431008,140514000,83776704
应收和预付,429904416,384745152,342771808,244482304,160817296,119191184,138917376
存货,409030016,316196992,204338000,162312000,160720000,131366000,109626000
流动资产合计,1067049984,1026240000,960190016,606700032,528040000,508716992,336356992
固定资产净值,270907008,277455008,217207008,201064000,146956992,126489000,129401000
非流动资产合计,666920000,532334016,474092000,375399008,287648000,258196992,216156000
资产总计,1733970048,1558569984,1434279936,982099008,815688000,766913984,552513024
短期借款,0,10000000,10000000,0,0,10000000,34000000
应付和预收,375042336,333175264,302265920,214959920,205457600,179114304,175202896
一年内到期的非流动负债,22000000,10000000,20000000,10000000,0,0,0
流动负债合计,397400000,360216000,337240000,235464992,214791008,191804000,213063008
非流动负债合计,312548992,228423008,159742000,131376000,11964900,30850300,26664900
负债合计,709948992,588638976,496982016,366840992,226756000,222654000,239727008
实收资本(或股本),213010000,213010000,213010000,201600000,201600000,168000000,168000000
资本公积,355992000,355992000,355992000,76002096,74413400,74413400,69291800
盈余公积,82913800,76586800,69542096,63896700,60174800,56322500,34099100
未分配利润,331628992,303030016,277820000,251315008,223536992,241040992,37617400
所有者权益(或股东权益)合计,1024019968,969931008,937299968,615257984,588931968,544259968,312784992
负债和所有者权益(或股东权益)总计,1733970048,1558569984,1434279936,982099008,815688000,766913984,552513024
