报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,2839239936,2825440000,1803480064,1338300032,986718016,569091968,515831008
应收和预付,2007933952,1990363136,1046225536,532950112,406263680,407701088,243361104
存货,904172992,1080979968,863889984,628860032,596606976,541745024,443528000
流动资产合计,5865059840,6054099968,3953779968,2544349952,1989590016,1518540032,1202720000
固定资产净值,12935700480,12508699648,10916899840,7401469952,5876709888,5711669760,4773859840
非流动资产合计,17426399232,15675599872,13858400256,12039799808,8726769664,6995019776,5939550208
资产总计,23291400192,21729699840,17812199424,14584200192,10716399616,8513560064,7142269952
短期借款,1054000000,997950016,613000000,648449984,1289600000,976300032,862300032
应付和预收,3788889600,3314406400,2951358976,2307610112,1537348096,1581678464,1235765504
一年内到期的非流动负债,2996610048,2693349888,1247160064,697977024,692044992,704609984,406916992
流动负债合计,8077100032,7313560064,5113909760,4276770048,3668000000,3957929984,2614050048
非流动负债合计,6714659840,5832699904,7050160128,4919390208,2135910016,2153370112,2390919936
负债合计,14791799808,13146300416,12164100096,9196160000,5803910144,6111300096,5004969984
实收资本(或股本),935299968,935299968,403600000,403600000,403600000,328400000,328400000
资本公积,3080960000,3520780032,2310739968,2525519872,2477100032,575580992,533758016
盈余公积,346760000,320167008,264235008,228276000,184134000,175852992,135576000
未分配利润,3371859968,2983729920,2046080000,1397549952,1002929984,600880000,371976000
所有者权益(或股东权益)合计,8499659776,8583410176,5648150016,5388009984,4912439808,2402259968,2137299968
负债和所有者权益(或股东权益)总计,23291400192,21729699840,17812199424,14584200192,10716399616,8513560064,7142269952
