报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,14878699520,13849600000,10095500288,8253830144,7473229824,5686589952,4457600000
经营活动现金流入小计,15130399744,14079399936,10284999680,8408560128,7652029952,5868539904,4597870080
购买商品、接受劳务支付的现金,9991640064,9681590272,7410769920,5549060096,5291210240,3961149952,2933080064
支付给职工以及为职工支付的现金,989502976,863521984,467532992,408212992,342920992,276560992,207146000
支付的各项税费,1272060032,1273260032,645152000,724142976,654153024,473966016,350292992
经营活动现金流出小计,12674599936,12193099776,8744999936,6914160128,6487139840,4906010112,3638789888
经营活动产生的现金流量净额,2455820032,1886329984,1540000000,1494400000,1164889984,962526976,959073984
投资活动现金流入小计,67237600,271748000,210818000,85759400,32107400,48820200,23611000
投资活动现金流出小计,2486880000,2243290112,2722030080,3571470080,2230550016,1255869952,1100780032
投资活动产生的现金流量净额,-2419650048,-1971539968,-2511209984,-3485710080,-2198449920,-1207049984,-1077170048
吸收投资收到的现金,47554500,1799459968,93749400,4715240,2008870016,0,7200000
取得借款收到的现金,2569720064,2569149952,3218800128,4360430080,2851729920,2021200000,1832000000
发行债券收到的现金,3081400064,0,1196400000,597299968,0,497750016,0
筹资活动现金流入小计,5785679872,4531639808,4508950016,4962449920,4864759808,2518949888,1839200000
偿还债务支付的现金,4233860096,2620920064,2415610112,2234210048,3068699904,1931190016,1344530048
分配股利、利润或偿付利息所支付的现金,821049024,692566016,525241984,410588992,350035008,276003008,206708992
筹资活动现金流出小计,5796129792,3433370112,3026759936,2651249920,3421789952,2210690048,1562189952
筹资活动产生的现金流量净额,-10449600,1098269952,1482189952,2311200000,1442979968,308256000,277014016
现金及现金等价物净增加额,25737300,1013030016,511217984,319624000,409136000,62679300,157718000
期初现金及现金等价物余额,2768999936,1755960064,1244749952,925121984,515985984,453305984,295588992
期末现金及现金等价物余额,2794739968,2768999936,1755960064,1244749952,925121984,515985984,453305984
净利润,680276992,1220060032,659902976,565804992,534940000,290244992,182688000
