报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,93787600,191079008,199223008,250011008,591793984,154631008,84072600
应收和预付,157075008,156161696,175553696,136487856,255983296,72098080,76257560
存货,196540992,258996992,108668000,50925000,34439300,20543400,21565000
流动资产合计,447403008,606238016,483444000,437796992,883075968,247840992,183108000
固定资产净值,1288540032,1307369984,2746089984,816774976,765142016,748892992,728432000
非流动资产合计,3208750080,3157979904,3138929920,2897809920,1486179968,1036460032,1029969984
资产总计,3656150016,3764209920,3622380032,3335610112,2369260032,1284300032,1213080064
短期借款,816800000,410900000,409000000,335000000,277000000,142500000,92300000
应付和预收,523190656,774354304,565137152,398630912,226819120,189521488,186887952
一年内到期的非流动负债,458180000,347348000,323382016,17542000,17542000,64602000,13108000
流动负债合计,1713699968,1430630016,1176120064,616515008,572542976,450208992,338230016
非流动负债合计,949513024,1224550016,1407079936,1732880000,844942976,199708992,287060992
负债合计,2663219968,2655180032,2583200000,2349390080,1417490048,649918016,625291008
实收资本(或股本),326480000,326480000,326480000,326480000,326480000,326480000,249336000
资本公积,6577510,16730500,16730500,16802000,16802000,16802000,92795696
盈余公积,101774000,118495000,115070000,111288000,107798000,101108000,96018896
未分配利润,335382016,317196992,260596992,218038000,193128992,132808000,95178200
所有者权益(或股东权益)合计,992934016,1109030016,1039180032,986216000,951772032,634382976,587790976
负债和所有者权益(或股东权益)总计,3656150016,3764209920,3622380032,3335610112,2369260032,1284300032,1213080064
