报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,2338060032,3153349888,2055789952,2333649920,2115449984,2050729984,1067219968
应收和预付,3227673088,2985633536,2523094016,2449620992,1525653120,1074344448,945179520
存货,3967749888,2123120000,1898899968,688572032,436395008,109944000,74314000
流动资产合计,9568319488,8280430080,6492839936,5502430208,4211190016,3415000064,2250530048
固定资产净值,3818129920,3941920000,3930289920,3565390080,3601370112,5228009984,5041120256
非流动资产合计,12386700288,10743100416,10348199936,8942749696,8691749888,8063660032,7766940160
资产总计,21955000320,19023599616,16840999936,14445200384,12902899712,11478700032,10017500160
短期借款,2817939968,1337859968,803542976,1418460032,1415170048,1955709952,1642000000
应付和预收,3326768128,2760145408,3038804992,2006082048,1108655104,760744960,688750336
一年内到期的非流动负债,902214016,453080000,483108992,332203008,49527600,0,0
流动负债合计,7188800000,4676639744,5242339840,3868900096,3430510080,3576869888,2322020096
非流动负债合计,5852720128,5990949888,3682160128,3089659904,2270030080,689824000,661046976
负债合计,13041500160,10667599872,8924499968,6958569984,5700539904,4266690048,2983059968
实收资本(或股本),2200000000,2200000000,2200000000,2200000000,2200000000,2200000000,2200000000
资本公积,1677619968,1664839936,1634819968,1620899968,1617120000,1668649984,1605549952
盈余公积,619592000,580316032,545505024,514316000,486051008,459175008,409995008
未分配利润,1227769984,971737984,769678976,582198976,405009984,520864992,433744000
所有者权益(或股东权益)合计,8913460224,8355970048,7916550144,7486620160,7202400256,7211970048,7034409984
负债和所有者权益(或股东权益)总计,21955000320,19023599616,16840999936,14445200384,12902899712,11478700032,10017500160
