key,open,highest,lowest,close,volumn,weight
1,2011/12/20,4.150,4.210,4.120,4.150,28455200,3.750
2,2011/12/21,4.170,4.180,4.120,4.130,29073000,3.740
3,2011/12/22,4.130,4.170,4.110,4.150,27221600,3.750
4,2011/12/23,4.160,4.190,4.140,4.170,16583100,3.770
5,2011/12/26,4.140,4.180,4.120,4.170,23780100,3.770
6,2011/12/27,4.160,4.190,4.150,4.170,20140600,3.770
7,2011/12/28,4.160,4.200,4.120,4.190,46645000,3.790
8,2011/12/29,4.170,4.230,4.150,4.200,45423400,3.800
9,2011/12/30,4.200,4.250,4.190,4.240,47705500,3.840
10,2012/01/02,4.200,4.250,4.190,4.240,47705500,3.840
11,2012/01/03,4.200,4.250,4.190,4.240,47705500,3.840
12,2012/01/04,4.240,4.250,4.190,4.220,21900800,3.820
13,2012/01/05,4.190,4.300,4.190,4.250,45126100,3.840
14,2012/01/06,4.270,4.340,4.260,4.280,46107600,3.870
15,2012/01/09,4.300,4.340,4.260,4.310,57268000,3.900
16,2012/01/10,4.290,4.370,4.280,4.350,84437900,3.930
17,2012/01/11,4.350,4.370,4.300,4.350,56123900,3.930
18,2012/01/12,4.330,4.350,4.320,4.330,30155800,3.920
19,2012/01/13,4.340,4.380,4.310,4.340,49459400,3.930
20,2012/01/16,4.330,4.340,4.300,4.310,22890000,3.900
21,2012/01/17,4.300,4.380,4.280,4.360,53352000,3.940
22,2012/01/18,4.350,4.360,4.300,4.310,59337100,3.900
23,2012/01/19,4.310,4.370,4.300,4.360,95901700,3.940
24,2012/01/20,4.360,4.380,4.340,4.360,65292600,3.940
25,2012/01/23,4.360,4.360,4.360,4.360,0,3.940
26,2012/01/24,4.360,4.360,4.360,4.360,0,3.940
27,2012/01/25,4.360,4.360,4.360,4.360,0,3.940
28,2012/01/26,4.360,4.360,4.360,4.360,0,3.940
29,2012/01/27,4.360,4.360,4.360,4.360,0,3.940
30,2012/01/30,4.380,4.390,4.260,4.270,64333700,3.860
31,2012/01/31,4.280,4.320,4.280,4.300,23989100,3.890
32,2012/02/01,4.300,4.310,4.270,4.280,20104200,3.870
33,2012/02/02,4.290,4.410,4.270,4.380,78145800,3.960
34,2012/02/03,4.370,4.440,4.340,4.410,72800500,3.990
35,2012/02/06,4.410,4.430,4.390,4.410,49924400,3.990
36,2012/02/07,4.400,4.410,4.310,4.330,37435400,3.920
37,2012/02/08,4.330,4.410,4.330,4.410,51248900,3.990
38,2012/02/09,4.400,4.440,4.360,4.420,83430400,4.000
39,2012/02/10,4.400,4.440,4.370,4.390,52792900,3.970
40,2012/02/13,4.370,4.400,4.350,4.370,43943200,3.950
41,2012/02/14,4.360,4.370,4.320,4.350,62922500,3.930
42,2012/02/15,4.350,4.400,4.330,4.370,63267200,3.950
43,2012/02/16,4.370,4.430,4.340,4.390,102940400,3.970
44,2012/02/17,4.400,4.410,4.360,4.390,33849200,3.970
45,2012/02/20,4.410,4.420,4.390,4.400,42676300,3.980
46,2012/02/21,4.400,4.480,4.390,4.460,61505800,4.030
47,2012/02/22,4.450,4.450,4.390,4.440,72416000,4.020
48,2012/02/23,4.440,4.440,4.440,4.440,0,4.020
49,2012/02/24,4.430,4.450,4.390,4.440,83038200,4.020
50,2012/02/27,4.430,4.450,4.410,4.440,81628000,4.020
51,2012/02/28,4.410,4.470,4.410,4.450,69664400,4.030
52,2012/02/29,4.450,4.450,4.410,4.430,64446500,4.010
53,2012/03/01,4.430,4.440,4.400,4.410,35902500,3.990
54,2012/03/02,4.410,4.430,4.410,4.430,60917300,4.010
55,2012/03/05,4.430,4.440,4.360,4.380,64995700,3.960
56,2012/03/06,4.380,4.380,4.340,4.340,50760900,3.930
57,2012/03/07,4.330,4.350,4.300,4.320,61759300,3.910
58,2012/03/08,4.330,4.340,4.310,4.330,51575400,3.920
59,2012/03/09,4.340,4.350,4.320,4.330,33195400,3.920
60,2012/03/12,4.320,4.330,4.300,4.330,43662100,3.920
61,2012/03/13,4.310,4.360,4.310,4.340,37657400,3.930
62,2012/03/14,4.350,4.390,4.300,4.320,80563700,3.910
63,2012/03/15,4.310,4.440,4.300,4.310,99079800,3.900
64,2012/03/16,4.350,4.350,4.300,4.320,42748000,3.910
65,2012/03/19,4.320,4.340,4.310,4.320,39108600,3.910
66,2012/03/20,4.310,4.340,4.300,4.320,25873200,3.910
67,2012/03/21,4.340,4.350,4.310,4.310,50210300,3.900
68,2012/03/22,4.310,4.340,4.310,4.340,16159700,3.930
69,2012/03/23,4.330,4.350,4.300,4.300,38200900,3.890
70,2012/03/26,4.320,4.330,4.300,4.310,20604900,3.900
71,2012/03/27,4.320,4.340,4.310,4.330,16655200,3.920
72,2012/03/28,4.330,4.360,4.310,4.310,44024000,3.900
73,2012/03/29,4.310,4.320,4.270,4.280,45921900,3.870
74,2012/03/30,4.300,4.330,4.280,4.330,38033900,3.920
75,2012/04/02,4.330,4.330,4.330,4.330,0,3.920
76,2012/04/03,4.330,4.330,4.330,4.330,0,3.920
77,2012/04/04,4.330,4.330,4.330,4.330,0,3.920
78,2012/04/05,4.310,4.320,4.260,4.300,82788700,3.890
79,2012/04/06,4.280,4.300,4.280,4.290,42145600,3.880
80,2012/04/09,4.290,4.290,4.260,4.280,20037300,3.870
81,2012/04/10,4.280,4.300,4.270,4.290,27268900,3.880
82,2012/04/11,4.280,4.310,4.280,4.290,32073600,3.880
83,2012/04/12,4.290,4.360,4.260,4.360,54566900,3.940
84,2012/04/13,4.340,4.380,4.320,4.360,42495200,3.940
85,2012/04/16,4.340,4.370,4.330,4.360,17989500,3.940
86,2012/04/17,4.360,4.360,4.320,4.340,45788400,3.930
87,2012/04/18,4.360,4.380,4.340,4.380,46757300,3.960
88,2012/04/19,4.380,4.380,4.350,4.350,29994700,3.930
89,2012/04/20,4.350,4.420,4.350,4.420,63181600,4.000
90,2012/04/23,4.410,4.420,4.380,4.390,43879300,3.970
91,2012/04/24,4.390,4.440,4.380,4.410,67063700,3.990
92,2012/04/25,4.400,4.420,4.380,4.420,42632800,4.000
93,2012/04/26,4.400,4.420,4.370,4.390,38186400,3.970
94,2012/04/27,4.390,4.390,4.360,4.370,53920700,3.950
95,2012/04/30,4.370,4.370,4.370,4.370,0,3.950
96,2012/05/01,4.370,4.370,4.370,4.370,0,3.950
97,2012/05/02,4.400,4.420,4.380,4.410,76211800,3.990
98,2012/05/03,4.400,4.410,4.340,4.360,66001500,3.940
99,2012/05/04,4.350,4.390,4.350,4.380,49651600,3.960
100,2012/05/07,4.390,4.440,4.380,4.420,96959400,4.000
101,2012/05/08,4.420,4.450,4.380,4.420,64042300,4.000
102,2012/05/09,4.400,4.430,4.380,4.380,45487300,3.960
103,2012/05/10,4.400,4.420,4.380,4.400,39506600,3.980
104,2012/05/11,4.380,4.410,4.350,4.360,33722600,3.940
105,2012/05/14,4.370,4.400,4.350,4.370,40536600,3.950
106,2012/05/15,4.360,4.370,4.320,4.330,33980400,3.920
107,2012/05/16,4.320,4.360,4.280,4.300,59407700,3.890
108,2012/05/17,4.300,4.340,4.280,4.330,29433400,3.920
109,2012/05/18,4.320,4.320,4.220,4.250,55289800,3.840
110,2012/05/21,4.240,4.250,4.200,4.230,39166800,3.830
111,2012/05/22,4.230,4.240,4.200,4.230,48989800,3.830
