报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,10217400320,12192400384,4292699904,1712610048,1997830016,2363099904,1759229952
经营活动现金流入小计,10893299712,12385999872,4492689920,2207020032,2271460096,2501240064,1796249984
购买商品、接受劳务支付的现金,6875789824,6548660224,2026509952,1587750016,1546889984,1491299968,1221670016
支付给职工以及为职工支付的现金,767756032,638968000,471736000,363726016,257524992,171360992,107901000
支付的各项税费,3394099968,2897210112,827971968,366422016,380984000,296547008,116736000
经营活动现金流出小计,11876200448,10438200320,3549250048,2404900096,2475630080,2202279936,1518099968
经营活动产生的现金流量净额,-982894976,1947810048,943438016,-197872992,-204167008,298955008,278159008
投资活动现金流入小计,9216620,5541420,19062300,7746530,13929500,7963100,6517960
投资活动现金流出小计,471544000,295555008,605225024,195708992,542067008,285910016,119607000
投资活动产生的现金流量净额,-462327008,-290014016,-586163008,-187962000,-528137984,-277947008,-113089000
吸收投资收到的现金,87900000,21600000,0,178000000,71000000,52635100,1650000
取得借款收到的现金,5348100096,2046569984,1741750016,2066620032,2121240064,736579968,590918016
发行债券收到的现金,0,0,398400000,697200000,0,0,0
筹资活动现金流入小计,5918870016,2093129984,2284349952,2991160064,2265730048,789216000,592568000
偿还债务支付的现金,2512240128,1981730048,2009510016,2324189952,561459008,691193024,439027008
分配股利、利润或偿付利息所支付的现金,1083929984,445254016,180668000,148676000,93423296,85862200,29320400
筹资活动现金流出小计,4267640064,2919200000,2310690048,2559549952,820110976,807256000,462348000
筹资活动产生的现金流量净额,1651229952,-826068992,-26341000,431606016,1445619968,-18040200,130220000
现金及现金等价物净增加额,206063008,831702976,330935008,45771700,713315968,2835120,295281984
期初现金及现金等价物余额,2395810048,1564109952,1233170048,1187399936,474087008,471252000,175970000
期末现金及现金等价物余额,2601880064,2395810048,1564109952,1233170048,1187399936,474087008,471252000
净利润,1672729984,0,1371100032,109756000,229034000,402873984,0
