key,open,highest,lowest,close,volumn,weight
1,2011/12/20,5.050,5.130,5.010,5.050,4908100,4.860
2,2011/12/21,5.120,5.160,4.970,4.980,4898700,4.800
3,2011/12/22,4.940,5.350,4.890,5.250,10526800,5.060
4,2011/12/23,5.230,5.530,5.170,5.440,11653100,5.240
5,2011/12/26,5.370,5.440,5.270,5.380,6981700,5.180
6,2011/12/27,5.300,5.460,5.180,5.230,6738000,5.040
7,2011/12/28,5.220,5.220,5.020,5.150,4551700,4.960
8,2011/12/29,5.100,5.190,5.080,5.140,3350100,4.950
9,2011/12/30,5.160,5.310,5.150,5.200,3761100,5.010
10,2012/01/02,5.160,5.310,5.150,5.200,3761100,5.010
11,2012/01/03,5.160,5.310,5.150,5.200,3761100,5.010
12,2012/01/04,5.290,5.290,4.920,4.960,6685600,4.780
13,2012/01/05,4.970,4.980,4.780,4.850,5600600,4.670
14,2012/01/06,4.860,5.000,4.780,4.980,3773400,4.800
15,2012/01/09,4.980,5.200,4.910,5.170,5749300,4.980
16,2012/01/10,5.170,5.320,5.130,5.280,8276800,5.090
17,2012/01/11,5.280,5.340,5.200,5.240,5387100,5.050
18,2012/01/12,5.200,5.320,5.200,5.250,4759700,5.060
19,2012/01/13,5.270,5.270,5.010,5.030,5265700,4.840
20,2012/01/16,4.960,5.070,4.930,4.970,2345000,4.790
21,2012/01/17,4.960,5.250,4.960,5.220,3975500,5.030
22,2012/01/18,5.230,5.260,5.120,5.140,3902100,4.950
23,2012/01/19,5.220,5.220,5.100,5.190,3348000,5.000
24,2012/01/20,5.200,5.310,5.190,5.280,4976800,5.090
25,2012/01/23,5.280,5.280,5.280,5.280,0,5.090
26,2012/01/24,5.280,5.280,5.280,5.280,0,5.090
27,2012/01/25,5.280,5.280,5.280,5.280,0,5.090
28,2012/01/26,5.280,5.280,5.280,5.280,0,5.090
29,2012/01/27,5.280,5.280,5.280,5.280,0,5.090
30,2012/01/30,5.280,5.290,5.130,5.180,4579600,4.990
31,2012/01/31,5.200,5.240,5.160,5.220,2250100,5.030
32,2012/02/01,5.240,5.280,5.180,5.210,3747500,5.020
33,2012/02/02,5.230,5.270,5.150,5.270,3353400,5.080
34,2012/02/03,5.220,5.300,5.220,5.290,3468000,5.090
35,2012/02/06,5.310,5.330,5.220,5.280,4271600,5.090
36,2012/02/07,5.280,5.280,5.140,5.180,4757800,4.990
37,2012/02/08,5.170,5.280,5.090,5.260,6536300,5.070
38,2012/02/09,5.250,5.310,5.210,5.260,7875800,5.070
39,2012/02/10,5.220,5.430,5.210,5.350,11751900,5.150
40,2012/02/13,5.290,5.420,5.260,5.360,6403100,5.160
41,2012/02/14,5.350,5.580,5.300,5.460,10929800,5.260
42,2012/02/15,5.460,5.670,5.370,5.640,20727800,5.430
43,2012/02/16,5.590,5.660,5.450,5.590,25342500,5.380
44,2012/02/17,5.560,5.630,5.460,5.540,12179900,5.340
45,2012/02/20,5.580,5.590,5.420,5.460,11544000,5.260
46,2012/02/21,5.450,5.620,5.400,5.600,14492900,5.390
47,2012/02/22,5.600,5.730,5.550,5.650,11525600,5.440
48,2012/02/23,5.660,5.670,5.570,5.600,8219800,5.390
49,2012/02/24,5.600,5.730,5.580,5.680,12185400,5.470
50,2012/02/27,5.700,5.750,5.640,5.670,11208400,5.460
51,2012/02/28,5.670,5.830,5.580,5.660,26273600,5.450
52,2012/02/29,5.650,5.650,5.490,5.520,10830800,5.320
53,2012/03/01,5.510,5.600,5.510,5.540,7178900,5.340
54,2012/03/02,5.590,5.630,5.550,5.620,9680900,5.410
55,2012/03/05,5.640,5.680,5.520,5.550,10900700,5.350
56,2012/03/06,5.560,5.560,5.420,5.430,7820000,5.230
57,2012/03/07,5.400,5.480,5.370,5.420,5101200,5.220
58,2012/03/08,5.440,5.520,5.430,5.460,5299500,5.260
59,2012/03/09,5.480,5.520,5.450,5.520,4778100,5.320
60,2012/03/12,5.480,5.540,5.460,5.510,5155000,5.310
61,2012/03/13,5.500,5.580,5.480,5.570,7363200,5.360
62,2012/03/14,5.590,5.600,5.290,5.300,11243200,5.100
63,2012/03/15,5.300,5.350,5.220,5.250,7030600,5.060
64,2012/03/16,5.270,5.380,5.250,5.350,5874700,5.150
65,2012/03/19,5.320,5.370,5.270,5.350,5767000,5.150
66,2012/03/20,5.320,5.350,5.200,5.210,5949100,5.020
67,2012/03/21,5.260,5.320,5.210,5.300,5210500,5.100
68,2012/03/22,5.300,5.300,5.300,5.300,0,5.100
69,2012/03/23,5.280,5.280,5.170,5.190,3837300,5.000
70,2012/03/26,5.170,5.260,5.170,5.200,2061200,5.010
71,2012/03/27,5.220,5.250,5.170,5.180,2158400,4.990
72,2012/03/28,5.180,5.210,5.000,5.030,4692900,4.840
73,2012/03/29,5.040,5.050,4.900,4.960,3824900,4.780
74,2012/03/30,4.990,4.990,4.900,4.920,3114000,4.740
75,2012/04/02,4.920,4.920,4.920,4.920,0,4.740
76,2012/04/03,4.920,4.920,4.920,4.920,0,4.740
77,2012/04/04,4.920,4.920,4.920,4.920,0,4.740
78,2012/04/05,4.940,5.040,4.910,5.030,4797500,4.840
79,2012/04/06,5.000,5.050,4.990,5.010,3555600,4.830
80,2012/04/09,5.010,5.010,4.930,4.940,2561200,4.760
81,2012/04/10,4.940,4.990,4.860,4.980,3577700,4.800
82,2012/04/11,4.960,5.020,4.920,5.020,3561600,4.830
83,2012/04/12,5.020,5.160,4.990,5.130,6080200,4.940
84,2012/04/13,5.150,5.180,5.090,5.140,3749300,4.950
85,2012/04/16,5.110,5.140,5.050,5.110,2781600,4.920
86,2012/04/17,5.100,5.210,5.100,5.120,3552900,4.930
87,2012/04/18,5.150,5.290,5.130,5.260,8203300,5.070
88,2012/04/19,5.260,5.280,5.190,5.260,3336600,5.070
89,2012/04/20,5.250,5.320,5.170,5.290,6450100,5.090
90,2012/04/23,5.290,5.300,5.200,5.230,3731000,5.040
91,2012/04/24,5.230,5.270,5.050,5.140,7270900,4.950
92,2012/04/25,5.120,5.250,5.080,5.210,5810000,5.020
93,2012/04/26,5.240,5.450,5.200,5.400,13096500,5.200
94,2012/04/27,5.370,5.480,5.350,5.420,8854700,5.220
95,2012/04/30,5.420,5.420,5.420,5.420,0,5.220
96,2012/05/01,5.420,5.420,5.420,5.420,0,5.220
97,2012/05/02,5.440,5.550,5.410,5.520,10961000,5.320
