报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,3382919936,3538380032,3036659968,2637920000,1734290048,1410649984,1203160064
二、营业总成本,2803699968,2904440064,2551200000,2233520128,1581560064,1245760000,1014540032
营业成本,1907619968,2024450048,1806720000,1610130048,1005680000,801867008,675916992
营业税金及附加,77835104,97473000,54482500,50577800,15408800,10010100,13181200
销售费用,48987500,51608600,49453400,43519000,34224800,30296700,32166000
管理费用,468823008,452496000,424585984,332152000,311624000,278614016,212835008
财务费用,280870016,270772000,204472000,188140992,211656992,119903000,77838704
资产减值损失,19563900,7642510,11489200,8991760,2962340,5065040,2603280
投资收益,39861600,-15144900,2624620,-14944100,28236500,222936000,29758000
三、营业利润,619881024,615044992,484977984,390140000,167940000,379876000,240355008
利润总额,932729984,845641984,741768000,659884032,433569984,675880000,542088000
所得税费用,185976000,170306000,142242000,143936000,79305200,56572300,8537520
四、净利润,746755008,675336000,599526016,515948000,354264992,619308032,533550016
基本每股收益,0.2642,0.2377,0.2194,0.2034,0.1186,0.232,0.2054
