报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231,20051231
单位,元,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,116109000704,103649001472,88119697408,57595301888,42783301632,44712800256,19063300096,12700300288
经营活动现金流入小计,121588998144,110544003072,91095703552,59485097984,44261801984,45963898880,19540600832,12828900352
购买商品、接受劳务支付的现金,87323697152,84918198272,66645901312,34560200704,30218100736,46171099136,17453799424,8428089856
支付给职工以及为职工支付的现金,2908879872,2480849920,1848829952,1197520000,2319450112,1107410048,749262976,452287008
支付的各项税费,18081599488,14698099712,9381579776,6537310208,7863130112,4864719872,1992109952,1329180032
经营活动现金流出小计,117862998016,107153997824,88858501120,50231799808,44295999488,56401600512,22564700160,11971900416
经营活动产生的现金流量净额,3725959936,3389420032,2237260032,9253350400,-34151800,-10437699584,-3024120064,857046016
投资活动现金流入小计,1179510016,865369984,2700720128,1168809984,1424419968,388664992,437588992,193286000
投资活动现金流出小计,3632960000,6517940224,4892380160,5359470080,4268549888,4992699904,1989410048,571043968
投资活动产生的现金流量净额,-2453449984,-5652570112,-2191660032,-4190660096,-2844140032,-4604040192,-1551820032,-377756992
吸收投资收到的现金,2991119872,3904940032,1979020032,829084992,472936000,11949800448,5501689856,9000000
取得借款收到的现金,47477301248,23574599680,27070099456,20731500544,14325999616,18558699520,11422000128,2537819904
发行债券收到的现金,0,0,0,0,5759980032,0,0,0
筹资活动现金流入小计,50468499456,27479500800,29049100288,21560600576,20558899200,30508500992,16923700224,2546820096
偿还债务支付的现金,26864400384,19974600704,11985399808,21640499200,11690600448,7156930048,3681700096,2313449984
分配股利、利润或偿付利息所支付的现金,7318530048,6698050048,4039209984,2948750080,3001959936,1990540032,1177869952,600297984
筹资活动现金流出小计,34182899712,26672699392,16024599552,24589299712,14692599808,9147469824,4859570176,2913750016
筹资活动产生的现金流量净额,16285500416,806857984,13024499712,-3028659968,5866339840,21361000448,12064199680,-366928000
现金及现金等价物净增加额,17506099200,-1482819968,13094200320,2024489984,2931780096,6302810112,7494660096,117035000
期初现金及现金等价物余额,33614100480,35096899584,22002800640,19978299392,17046500352,10743700480,3249029888,3132000000
期末现金及现金等价物余额,51120201728,33614100480,35096899584,22002800640,19978299392,17046500352,10743700480,3249029888
净利润,15662600192,11599599616,8839610368,6430009856,4639869952,4844239872,2423000064,0
