报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
货币资金,2095229952,355724992,164482000,192888992,356859008,72373400,80367600
应收和预付,1825613312,1258272128,789773824,658712704,626619520,312887104,241282496
存货,31725800,25931000,12180000,2666200,3183920,1383950,731224
流动资产合计,3952570112,1639929984,966435968,854267008,986660992,386644992,322380992
固定资产净值,456100000,464387008,375582016,40025000,39904600,192112992,188064992
非流动资产合计,2377050112,2143689984,2007920000,1789289984,1371180032,1150979968,1001689984
资产总计,6329619968,3783610112,2974360064,2643549952,2357839872,1537629952,1324070016
短期借款,586000000,464000000,426500000,395000000,228000000,150900000,100900000
应付和预收,548997824,598286592,489974784,346905216,504449216,313113280,130692776
一年内到期的非流动负债,49940000,0,50000000,2100000,0,0,0
流动负债合计,1751840000,1576909952,1034809984,801124992,764894976,512268000,252272992
非流动负债合计,647582976,515444000,552574976,655193984,560484992,509982016,497348000
负债合计,2399419904,2092359936,1587379968,1456320000,1325379968,1022249984,749620992
实收资本(或股本),498118016,413356000,413356000,413356000,413356000,199642000,181492992
资本公积,2228689920,438956992,397895008,393244000,396444000,105074000,106359000
盈余公积,132680000,95605600,69469296,53021700,42396800,28169600,23276800
未分配利润,978560000,627201024,393758016,223880992,88781000,93880200,33973900
所有者权益(或股东权益)合计,3930200064,1691250048,1386979968,1187239936,1032460032,515376000,574449024
负债和所有者权益(或股东权益)总计,6329619968,3783610112,2974360064,2643549952,2357839872,1537629952,1324070016
